color1,color2,score
B3832E,DEB24C,0.2
B3832E,DFC8B2,0.4
B3832E,E65A5B,0.0
B3832E,EBD6A7,0.2
B3832E,ECE9D6,0.4
B3832E,F29985,0.2
B3832E,FAAA6E,0.4
B3832E,FAC4DB,0.2
B3832E,FDF7B2,0.2
B3832E,FF00A8,0.4
B3832E,FFA500,0.4
B3832E,FFC0CB,0.4
B3832E,FFD200,0.2
B3832E,FFFF00,0.2
B3832E,FFFFFF,0.8
B5A45F,B94600,0.4
B5A45F,BBA9E4,0.2
B5A45F,BBE2AD,0.2
B5A45F,BCD2E7,0.2
B5A45F,C19A6B,0.4
B5A45F,C4DDCE,0.4
B5A45F,C7A2A2,0.4
B5A45F,C9C9C9,0.6
B5A45F,D0455F,0.2
B5A45F,D3D3D3,0.8
B5A45F,D84936,0.4
B5A45F,DEB24C,0.2
B5A45F,DFC8B2,0.4
B5A45F,E65A5B,0.2
B5A45F,EBD6A7,0.2
B5A45F,ECE9D6,0.4
B5A45F,F29985,0.4
B5A45F,FAAA6E,0.4
B5A45F,FAC4DB,0.4
B5A45F,FDF7B2,0.2
B5A45F,FF00A8,0.2
B5A45F,FFA500,0.2
B5A45F,FFC0CB,0.2
B5A45F,FFD200,0.2
B5A45F,FFFF00,0.2
B5A45F,FFFFFF,0.8
B94600,BBA9E4,0.2
B94600,BBE2AD,0.2
B94600,BCD2E7,0.2
B94600,C19A6B,0.4
B94600,C4DDCE,0.4
B94600,C7A2A2,0.4
B94600,C9C9C9,0.4
B94600,D0455F,0.4
B94600,D3D3D3,0.6
B94600,D84936,0.4
B94600,DEB24C,0.4
B94600,DFC8B2,0.4
B94600,E65A5B,0.4
B94600,EBD6A7,0.4
B94600,ECE9D6,0.6
B94600,F29985,0.4
B94600,FAAA6E,0.4
B94600,FAC4DB,0.4
B94600,FDF7B2,0.4
B94600,FF00A8,0.4
B94600,FFA500,0.4
B94600,FFC0CB,0.2
B94600,FFD200,0.4
B94600,FFFF00,0.4
B94600,FFFFFF,0.6
BBA9E4,BBE2AD,0.0
BBA9E4,BCD2E7,0.0
BBA9E4,C19A6B,0.2
BBA9E4,C4DDCE,0.2
BBA9E4,C7A2A2,0.2
BBA9E4,C9C9C9,0.6
BBA9E4,D0455F,0.2
BBA9E4,D3D3D3,0.6
BBA9E4,D84936,0.2
BBA9E4,DEB24C,0.0
BBA9E4,DFC8B2,0.2
BBA9E4,E65A5B,0.0
BBA9E4,EBD6A7,0.2
BBA9E4,ECE9D6,0.2
BBA9E4,F29985,0.2
BBA9E4,FAAA6E,0.2
BBA9E4,FAC4DB,0.2
BBA9E4,FDF7B2,0.2
BBA9E4,FF00A8,0.0
BBA9E4,FFA500,0.2
BBA9E4,FFC0CB,0.2
BBA9E4,FFD200,0.0
BBA9E4,FFFF00,0.0
BBA9E4,FFFFFF,0.6
BBE2AD,BCD2E7,0.0
BBE2AD,C19A6B,0.4
BBE2AD,C4DDCE,0.2
BBE2AD,C7A2A2,0.4
BBE2AD,C9C9C9,0.6
BBE2AD,D0455F,0.2
BBE2AD,D3D3D3,0.6
BBE2AD,D84936,0.4
BBE2AD,DEB24C,0.2
BBE2AD,DFC8B2,0.4
BBE2AD,E65A5B,0.2
BBE2AD,EBD6A7,0.2
BBE2AD,ECE9D6,0.0
BBE2AD,F29985,0.4
BBE2AD,FAAA6E,0.4
BBE2AD,FAC4DB,0.2
BBE2AD,FDF7B2,0.2
BBE2AD,FF00A8,0.2
BBE2AD,FFA500,0.2
BBE2AD,FFC0CB,0.0
BBE2AD,FFD200,0.2
BBE2AD,FFFF00,0.2
BBE2AD,FFFFFF,0.8
BCD2E7,C19A6B,0.4
BCD2E7,C4DDCE,0.0
BCD2E7,C7A2A2,0.4
BCD2E7,C9C9C9,0.6
BCD2E7,D0455F,0.2
BCD2E7,D3D3D3,0.6
BCD2E7,D84936,0.2
BCD2E7,DEB24C,0.2
BCD2E7,DFC8B2,0.2
BCD2E7,E65A5B,0.2
BCD2E7,EBD6A7,0.2
BCD2E7,ECE9D6,0.2
BCD2E7,F29985,0.2
BCD2E7,FAAA6E,0.2
BCD2E7,FAC4DB,0.2
BCD2E7,FDF7B2,0.2
BCD2E7,FF00A8,0.2
BCD2E7,FFA500,0.2
BCD2E7,FFC0CB,0.2
BCD2E7,FFD200,0.2
BCD2E7,FFFF00,0.0
BCD2E7,FFFFFF,0.6
C19A6B,C4DDCE,0.4
C19A6B,C7A2A2,0.4
C19A6B,C9C9C9,0.6
C19A6B,D0455F,0.2
C19A6B,D3D3D3,0.8
C19A6B,D84936,0.2
C19A6B,DEB24C,0.2
C19A6B,DFC8B2,0.4
C19A6B,E65A5B,0.2
C19A6B,EBD6A7,0.2
C19A6B,ECE9D6,0.4
C19A6B,F29985,0.2
C19A6B,FAAA6E,0.4
C19A6B,FAC4DB,0.2
C19A6B,FDF7B2,0.2
C19A6B,FF00A8,0.2
C19A6B,FFA500,0.2
C19A6B,FFC0CB,0.2
C19A6B,FFD200,0.2
C19A6B,FFFF00,0.2
C19A6B,FFFFFF,0.8
C4DDCE,C7A2A2,0.4
C4DDCE,C9C9C9,0.6
C4DDCE,D0455F,0.2
C4DDCE,D3D3D3,0.6
C4DDCE,D84936,0.4
C4DDCE,DEB24C,0.2
C4DDCE,DFC8B2,0.4
C4DDCE,E65A5B,0.2
C4DDCE,EBD6A7,0.2
C4DDCE,ECE9D6,0.2
C4DDCE,F29985,0.4
C4DDCE,FAAA6E,0.4
C4DDCE,FAC4DB,0.2
C4DDCE,FDF7B2,0.2
C4DDCE,FF00A8,0.2
C4DDCE,FFA500,0.4
C4DDCE,FFC0CB,0.2
C4DDCE,FFD200,0.2
C4DDCE,FFFF00,0.2
C4DDCE,FFFFFF,0.6
C7A2A2,C9C9C9,0.6
C7A2A2,D0455F,0.0
C7A2A2,D3D3D3,0.6
C7A2A2,D84936,0.2
C7A2A2,DEB24C,0.0
C7A2A2,DFC8B2,0.4
C7A2A2,E65A5B,0.2
C7A2A2,EBD6A7,0.4
C7A2A2,ECE9D6,0.4
C7A2A2,F29985,0.2
C7A2A2,FAAA6E,0.2
C7A2A2,FAC4DB,0.2
C7A2A2,FDF7B2,0.2
C7A2A2,FF00A8,0.2
C7A2A2,FFA500,0.4
C7A2A2,FFC0CB,0.2
C7A2A2,FFD200,0.2
C7A2A2,FFFF00,0.2
C7A2A2,FFFFFF,0.6
C9C9C9,D0455F,0.2
C9C9C9,D3D3D3,0.6
C9C9C9,D84936,0.4
C9C9C9,DEB24C,0.4
C9C9C9,DFC8B2,0.4
C9C9C9,E65A5B,0.4
C9C9C9,EBD6A7,0.4
C9C9C9,ECE9D6,0.4
C9C9C9,F29985,0.2
C9C9C9,FAAA6E,0.4
C9C9C9,FAC4DB,0.2
C9C9C9,FDF7B2,0.4
C9C9C9,FF00A8,0.2
C9C9C9,FFA500,0.4
C9C9C9,FFC0CB,0.2
C9C9C9,FFD200,0.2
C9C9C9,FFFF00,0.2
C9C9C9,FFFFFF,0.6
D0455F,D3D3D3,0.6
D0455F,D84936,0.4
D0455F,DEB24C,0.4
D0455F,DFC8B2,0.4
D0455F,E65A5B,0.2
D0455F,EBD6A7,0.4
D0455F,ECE9D6,0.6
D0455F,F29985,0.4
D0455F,FAAA6E,0.4
D0455F,FAC4DB,0.4
D0455F,FDF7B2,0.4
D0455F,FF00A8,0.2
D0455F,FFA500,0.4
D0455F,FFC0CB,0.4
D0455F,FFD200,0.4
D0455F,FFFF00,0.4
D0455F,FFFFFF,0.8
D3D3D3,D84936,0.4
D3D3D3,DEB24C,0.4
D3D3D3,DFC8B2,0.4
D3D3D3,E65A5B,0.4
D3D3D3,EBD6A7,0.4
D3D3D3,ECE9D6,0.4
D3D3D3,F29985,0.4
D3D3D3,FAAA6E,0.4
D3D3D3,FAC4DB,0.2
D3D3D3,FDF7B2,0.4
D3D3D3,FF00A8,0.2
D3D3D3,FFA500,0.4
D3D3D3,FFC0CB,0.2
D3D3D3,FFD200,0.2
D3D3D3,FFFF00,0.2
D3D3D3,FFFFFF,0.6
D84936,DEB24C,0.2
D84936,DFC8B2,0.4
D84936,E65A5B,0.2
D84936,EBD6A7,0.4
D84936,ECE9D6,0.4
D84936,F29985,0.4
D84936,FAAA6E,0.4
D84936,FAC4DB,0.4
D84936,FDF7B2,0.4
D84936,FF00A8,0.4
D84936,FFA500,0.4
D84936,FFC0CB,0.4
D84936,FFD200,0.4
D84936,FFFF00,0.4
D84936,FFFFFF,0.6
DEB24C,DFC8B2,0.4
DEB24C,E65A5B,0.2
DEB24C,EBD6A7,0.2
DEB24C,ECE9D6,0.4
DEB24C,F29985,0.4
DEB24C,FAAA6E,0.2
DEB24C,FAC4DB,0.2
DEB24C,FDF7B2,0.2
DEB24C,FF00A8,0.0
DEB24C,FFA500,0.2
DEB24C,FFC0CB,0.2
DEB24C,FFD200,0.2
DEB24C,FFFF00,0.2
DEB24C,FFFFFF,0.8
DFC8B2,E65A5B,0.2
DFC8B2,EBD6A7,0.2
DFC8B2,ECE9D6,0.2
DFC8B2,F29985,0.4
DFC8B2,FAAA6E,0.4
DFC8B2,FAC4DB,0.2
DFC8B2,FDF7B2,0.2
DFC8B2,FF00A8,0.2
DFC8B2,FFA500,0.2
DFC8B2,FFC0CB,0.2
DFC8B2,FFD200,0.2
DFC8B2,FFFF00,0.0
DFC8B2,FFFFFF,0.8
E65A5B,EBD6A7,0.4
E65A5B,ECE9D6,0.4
E65A5B,F29985,0.4
E65A5B,FAAA6E,0.4
E65A5B,FAC4DB,0.4
E65A5B,FDF7B2,0.4
E65A5B,FF00A8,0.4
E65A5B,FFA500,0.4
E65A5B,FFC0CB,0.4
E65A5B,FFD200,0.4
E65A5B,FFFF00,0.4
E65A5B,FFFFFF,0.8
EBD6A7,ECE9D6,0.2
EBD6A7,F29985,0.4
EBD6A7,FAAA6E,0.4
EBD6A7,FAC4DB,0.2
EBD6A7,FDF7B2,0.2
EBD6A7,FF00A8,0.2
EBD6A7,FFA500,0.4
EBD6A7,FFC0CB,0.2
EBD6A7,FFD200,0.2
EBD6A7,FFFF00,0.2
EBD6A7,FFFFFF,0.8
ECE9D6,F29985,0.4
ECE9D6,FAAA6E,0.4
ECE9D6,FAC4DB,0.2
ECE9D6,FDF7B2,0.2
ECE9D6,FF00A8,0.2
ECE9D6,FFA500,0.4
ECE9D6,FFC0CB,0.2
ECE9D6,FFD200,0.2
ECE9D6,FFFF00,0.2
ECE9D6,FFFFFF,0.6
F29985,FAAA6E,0.4
F29985,FAC4DB,0.4
F29985,FDF7B2,0.2
F29985,FF00A8,0.2
F29985,FFA500,0.2
F29985,FFC0CB,0.2
F29985,FFD200,0.2
F29985,FFFF00,0.2
F29985,FFFFFF,0.6
FAAA6E,FAC4DB,0.2
FAAA6E,FDF7B2,0.4
FAAA6E,FF00A8,0.2
FAAA6E,FFA500,0.2
FAAA6E,FFC0CB,0.2
FAAA6E,FFD200,0.2
FAAA6E,FFFF00,0.2
FAAA6E,FFFFFF,0.6
FAC4DB,FDF7B2,0.2
FAC4DB,FF00A8,0.2
FAC4DB,FFA500,0.4
FAC4DB,FFC0CB,0.2
FAC4DB,FFD200,0.2
FAC4DB,FFFF00,0.2
FAC4DB,FFFFFF,0.6
FDF7B2,FF00A8,0.4
FDF7B2,FFA500,0.2
FDF7B2,FFC0CB,0.2
FDF7B2,FFD200,0.2
FDF7B2,FFFF00,0.2
FDF7B2,FFFFFF,0.6
FF00A8,FFA500,0.4
FF00A8,FFC0CB,0.4
FF00A8,FFD200,0.4
FF00A8,FFFF00,0.4
FF00A8,FFFFFF,0.8
FFA500,FFC0CB,0.4
FFA500,FFD200,0.4
FFA500,FFFF00,0.2
FFA500,FFFFFF,0.8
FFC0CB,FFD200,0.4
FFC0CB,FFFF00,0.2
FFC0CB,FFFFFF,0.8
FFD200,FFFF00,0.2
FFD200,FFFFFF,0.8
FFFF00,FFFFFF,0.6
