product_feature_value_id,feature_value_id
5d670202-8d46-49c2-b45f-d36465ca7ca1,1f33d527-6045-4358-afd9-602ae8644b43
1d756c1d-aaaf-4513-b0fa-5db3e339ecbf,0d89cd97-9e1b-4cb3-89fc-6773540db9e8
dc3def53-7b7b-484d-a215-552494a4ece9,386c578b-2a53-4c3a-b910-a980fb1773c0
70c79f7b-81d8-4e82-8583-bf7c70ff34b2,a02e22cb-d235-4e41-99c0-73d63c06157e
70c79f7b-81d8-4e82-8583-bf7c70ff34b2,eddb9f19-4025-4f9a-8d44-a9bf94cb562e
70c79f7b-81d8-4e82-8583-bf7c70ff34b2,1f33d527-6045-4358-afd9-602ae8644b43
d03b45fb-db20-4b9c-86b1-fa6f285bdee1,92a75c62-556e-4861-bd75-a29497ddf8cb
f282bd79-34df-44b1-88c4-137d9453b41c,50d749ed-12a3-48bb-88a9-ac8403bdc400
be7527a1-250b-45a5-8a6b-6dc6efbb40a0,9e87af73-6ec7-473e-86b9-93fc8311efba
4d7cca85-7b01-4716-b0ab-0377a78eef50,ca64a6a5-167f-4dc6-a828-596ec7fb7bcf
717740d5-684e-40c7-bb4a-dcc5b07b21a2,6ca59447-c208-40e3-ab57-7edb01549cbf
26afddc0-39c3-4ba9-a057-7dc89359119d,f4053f71-94b5-40b2-92bd-fb588127fe38
ba2d95c0-6e89-4a73-9c6e-e532346973e5,2baf988b-c09f-420d-b2f1-07c3f3cb565b
79327945-1eaa-4e1d-af1b-08e0a0786923,20bc1485-d0c4-4b2b-b0b4-c282c203431a
943a5df4-0cc0-4702-9e1d-8568b7b1d769,1fa3719f-7f49-43d3-9416-c38e10968ac8
943a5df4-0cc0-4702-9e1d-8568b7b1d769,41d62f31-a92e-4ff2-9981-41f3cf46ebeb
