id,feature_value_id,product_id
d5baa080-145a-4c92-b276-b62a90c95793,38426de2-2448-480b-9d8e-9ea93abda232,d0f18765-3228-4665-b340-64986083b4c6
04b9f480-d375-4032-997a-2727eb0974a5,3c0d9847-dba2-4f50-a24c-d9dc7e7f3094,d0f18765-3228-4665-b340-64986083b4c6
5a7a59d5-538b-4eef-9da2-ea71b05356c9,071a308c-e312-4812-b35f-4fa7c47f5dca,d0f18765-3228-4665-b340-64986083b4c6
28d2d2d7-2ce2-4c37-a9be-bccd42e6f2b2,f43bb2fc-e4ff-46bf-a676-d84738a003e9,d0f18765-3228-4665-b340-64986083b4c6
e34eae2e-cc5a-4a95-a205-7b0b3793b5ff,cc70897a-c8aa-41ec-8aca-9c6146fc7a11,d0f18765-3228-4665-b340-64986083b4c6
0a91677b-38b3-48de-b6c5-c9637270d071,703f56c0-2874-421f-9ddd-ec16e5615045,d0f18765-3228-4665-b340-64986083b4c6
cf4ef545-e2fb-44ac-b39e-23d960361cac,faf369b9-2c53-4642-aece-6a5759523a67,d0f18765-3228-4665-b340-64986083b4c6
a91b3064-9181-4e4f-8e64-bf39acf89191,e401b333-adfd-4a3c-bf3d-4ccfdeae5a7e,506f11b1-6729-41e1-9c62-ceb8d421b87d
1944758f-fcef-49b7-8fd3-17e54ec8f29e,2afb9540-5009-41d9-b9c5-c98d51950b78,506f11b1-6729-41e1-9c62-ceb8d421b87d
4c4ddf87-5b9d-4893-ab23-f9c8687961fb,cdd358f5-9f08-43a1-a2fc-6a6bc5939bf7,506f11b1-6729-41e1-9c62-ceb8d421b87d
1c5b8f12-8b87-46d3-98c9-3d78fa168521,036a6abf-699d-44e5-9dce-4fcc0f04de08,506f11b1-6729-41e1-9c62-ceb8d421b87d
8558be97-c433-4dc0-90b4-50f743250b7b,7f3e853d-1ac0-40c4-ba26-f768c20eb10c,506f11b1-6729-41e1-9c62-ceb8d421b87d
0910461d-2fb7-46ef-b5f4-807bca27b47b,ab73a7c2-996c-487f-8b02-0a4b8c33cb9f,506f11b1-6729-41e1-9c62-ceb8d421b87d
3ee9fcb9-3c43-47c7-8eef-a9f1f0ce46ca,443b70a1-632b-4ad2-9045-440bcee8f693,506f11b1-6729-41e1-9c62-ceb8d421b87d
9d33d3a1-86e7-4f36-93b1-5a0cebeca538,2b731852-255c-4003-a0b5-ac334a84d89b,506f11b1-6729-41e1-9c62-ceb8d421b87d
d3c7fcdd-56df-4f6a-bd85-e16beec69c3c,bf3194fe-ec34-4809-bb84-91538a54c393,506f11b1-6729-41e1-9c62-ceb8d421b87d
eb670dbe-9497-4741-87fb-c5be5f4c91d0,1e1bf03f-9a0d-4806-8f47-355b5d5dfae5,506f11b1-6729-41e1-9c62-ceb8d421b87d
eb152f40-d2b2-4321-b406-388b6d82f973,63162ab7-d6eb-45db-9293-a30628f1569c,506f11b1-6729-41e1-9c62-ceb8d421b87d
6649f1c2-1120-4394-816e-7d4e18dc95b0,e272c8eb-2352-47b4-9bb9-ab97371b97b6,506f11b1-6729-41e1-9c62-ceb8d421b87d
8d25fea1-8f2b-4799-82b1-e87b80b2aade,7f790f24-bb8b-4aa1-9537-28dc7c5bd1f8,506f11b1-6729-41e1-9c62-ceb8d421b87d
32a4047d-236b-47c3-822b-4f8fa27ac336,c3920fd8-b911-4e11-97d4-96e7294b4098,506f11b1-6729-41e1-9c62-ceb8d421b87d
cd79a71e-8fa3-4633-be88-9b3343c9572f,9a9e40d3-4765-4cc1-8a8e-3814421cc179,506f11b1-6729-41e1-9c62-ceb8d421b87d
b01fc391-b96b-47c6-9705-133f953b9e48,4e025f04-ca55-4c76-ad96-cd9cfdfd6821,506f11b1-6729-41e1-9c62-ceb8d421b87d
222015a1-05d0-4841-baa6-e1cc0d15ed08,a8667e61-ef5a-49da-85a5-c69b5c137ee5,506f11b1-6729-41e1-9c62-ceb8d421b87d
76aaaac8-e65a-424e-beb9-55095af3bc33,8ad9d307-2d2d-4cc4-8fbe-e64b96446f02,506f11b1-6729-41e1-9c62-ceb8d421b87d
cd94ec43-c8c1-482a-a2f4-2b891208b1d8,fe86f145-85ba-4c71-a6de-ecf039f2e3dd,506f11b1-6729-41e1-9c62-ceb8d421b87d
d6f648f9-857a-4c55-b7a0-dbffb1fb1b7b,c1c7658f-4311-4de1-8fc2-7e99fac4cacd,506f11b1-6729-41e1-9c62-ceb8d421b87d
ce5e03d4-8873-4fd6-9319-4b24e9214f5c,112de0ae-c423-4861-a9aa-3cd0b4af4f91,506f11b1-6729-41e1-9c62-ceb8d421b87d
cbe5d866-fd59-470e-959c-3dc7f6c753bc,e3acee86-532e-4d6b-8df1-c705512ec25e,506f11b1-6729-41e1-9c62-ceb8d421b87d
d902f298-0354-4371-95b0-ffa0c475c1eb,cb308f87-2b06-48d6-86a5-eeac9bf64e31,506f11b1-6729-41e1-9c62-ceb8d421b87d
5a15a2a9-aecf-41c7-a3ce-2c50bdbc6ce6,c098792a-a3fe-4b51-8f4c-4d9ceefb4fc6,506f11b1-6729-41e1-9c62-ceb8d421b87d
89488017-4119-43c7-b9ed-cf906c5528dc,3c0d9847-dba2-4f50-a24c-d9dc7e7f3094,506f11b1-6729-41e1-9c62-ceb8d421b87d
d2e7cbdf-eba3-4673-bc4d-e6c1b7070e6f,9df50983-b6a3-4909-88b9-7906b9f64d7b,506f11b1-6729-41e1-9c62-ceb8d421b87d
f25b7a38-dfd2-4e7b-a730-2cbfe18c22bb,d1c9a03f-0757-4d4a-9abf-fa3e8d60bc94,506f11b1-6729-41e1-9c62-ceb8d421b87d
e0fa48f1-6e8d-4bcd-9bcf-b3e7253a883b,d2b95cab-be83-4212-96d1-101e6e459d44,506f11b1-6729-41e1-9c62-ceb8d421b87d
2268aa90-b186-47e4-8515-e19ac1ab7032,703f56c0-2874-421f-9ddd-ec16e5615045,506f11b1-6729-41e1-9c62-ceb8d421b87d
56f13333-9f84-4b2e-9057-44fc584939a6,faf369b9-2c53-4642-aece-6a5759523a67,506f11b1-6729-41e1-9c62-ceb8d421b87d
4eba1ddf-f34b-4e14-a676-5d04e18092c9,600a0bd9-32b7-4f79-b7ea-51dd07c5d577,50701dda-a3f4-4b59-8698-da3757382574
781f1a67-8a15-4bc6-8b0e-5bcbdaf36149,c42e949a-06dd-4888-b7be-b73e2c88b541,50701dda-a3f4-4b59-8698-da3757382574
2a4fde77-edeb-41ee-a23a-0182ec5d5a9c,e5badc68-5360-414e-beba-b10ed1a56629,50701dda-a3f4-4b59-8698-da3757382574
27c8404a-a179-4895-9ecc-692a591ca0b8,ab73a7c2-996c-487f-8b02-0a4b8c33cb9f,50701dda-a3f4-4b59-8698-da3757382574
4b15cafc-5023-4340-9aed-5fc742c23e77,1d90a200-488b-41f1-a5a5-828d65c48090,50701dda-a3f4-4b59-8698-da3757382574
27e4b1b3-dae7-40b9-ab30-a700c924c6bd,63162ab7-d6eb-45db-9293-a30628f1569c,50701dda-a3f4-4b59-8698-da3757382574
3dcf088f-90d8-4cd7-8a46-b3d2012e93f4,4c38134a-7913-44a6-89b3-3911499e4d88,50701dda-a3f4-4b59-8698-da3757382574
4e827ea4-b931-42d5-b58e-95fbe6041135,7f790f24-bb8b-4aa1-9537-28dc7c5bd1f8,50701dda-a3f4-4b59-8698-da3757382574
32c3904b-0dcf-4053-8486-10f23673b820,9a9e40d3-4765-4cc1-8a8e-3814421cc179,50701dda-a3f4-4b59-8698-da3757382574
aa5261be-a126-4fae-9393-ebe5b841ca66,4ac84b46-f9cc-478a-8a19-053dbe5827f0,50701dda-a3f4-4b59-8698-da3757382574
242dad3c-06f8-4cf4-b6da-33049b4f04ca,fe86f145-85ba-4c71-a6de-ecf039f2e3dd,50701dda-a3f4-4b59-8698-da3757382574
1e59fa73-665c-4a67-9732-5323f9f5c5b6,112de0ae-c423-4861-a9aa-3cd0b4af4f91,50701dda-a3f4-4b59-8698-da3757382574
